sheet,geography,resource,year,normalized_quantity,normalized_unit,source_title,source_url,citation_locator,note,evidence_scope,target_match_status,slot_support_status,localization_discount,validation_note
E_Cape,"New South Wales
STATE_NEW_SOUTH_WALES
Vanilla name: STATE_NEW_SOUTH_WALES",Livestock Ranch,2006,40938572.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; New South Wales; cattle max year 2006, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Victoria
STATE_VICTORIA
Vanilla name: STATE_VICTORIA",Livestock Ranch,2023,23471660.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Victoria; cattle max year 2023, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Rio Grande do Sul
STATE_RIO_GRANDE_DO_SUL
Vanilla name: STATE_RIO_GRANDE_DO_SUL",Livestock Ranch,1981,26018895.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Rio Grande do Sul, maximum available annual herd total in 1981.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Rio Grande do Sul
STATE_RIO_GRANDE_DO_SUL
Vanilla name: STATE_RIO_GRANDE_DO_SUL",Maize Farm,2001,6134207.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Rio Grande do Sul, maximum available annual quantity 2001.",Official IBGE state series; maximum annual production in tons used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Rio Grande do Sul
STATE_RIO_GRANDE_DO_SUL
Vanilla name: STATE_RIO_GRANDE_DO_SUL",Tobacco Plantation,2011,499455.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Tobacco Plantation, state Rio Grande do Sul, maximum available annual quantity 2011.",Official IBGE state series; maximum annual production in tons used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Buenos Aires Province
STATE_BUENOS_AIRES
Vanilla name: STATE_BUENOS_AIRES",Livestock Ranch,2002,18064586.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Buenos Aires; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Buenos Aires Province
STATE_BUENOS_AIRES
Vanilla name: STATE_BUENOS_AIRES",Maize Farm,2018,1036180.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Buenos Aires Province; crop Maíz; maximum reported production campaign ending 2018.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Entre Ríos Province
STATE_CORRIENTES
Vanilla name: STATE_CORRIENTES",Livestock Ranch,2002,4169016.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Entre Ríos; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Entre Ríos Province
STATE_CORRIENTES
Vanilla name: STATE_CORRIENTES",Maize Farm,2019,521640.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Entre Ríos Province; crop Maíz; maximum reported production campaign ending 2019.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Ñuble Region
STATE_ARAUCANIA
Vanilla name: STATE_ARAUCANIA",Maize Farm,2017,97263.6,t output,"Odepa cultivos anuales regionales, 2025 update",https://bibliotecadigital.odepa.gob.cl/bitstream/handle/20.500.12650/74178/CultivosRegional072025.xls,"Sheet 'Serie producción regional'; region Ñuble Region; column Maíz
Total; maximum annual production in metric tons for season ending 2017.",Official ODEPA regional crop-production series; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Ñuble Region
STATE_ARAUCANIA
Vanilla name: STATE_ARAUCANIA",Tobacco Plantation,2018,1885.2,t output,"Odepa cultivos anuales regionales, 2025 update",https://bibliotecadigital.odepa.gob.cl/bitstream/handle/20.500.12650/74178/CultivosRegional072025.xls,Sheet 'Serie producción regional'; region Ñuble Region; column Tabaco; maximum annual production in metric tons for season ending 2018.,Official ODEPA regional crop-production series; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Biobío Region
STATE_ARAUCANIA
Vanilla name: STATE_ARAUCANIA",Livestock Ranch,2010,75630.0,head livestock,"Odepa existencias bovinos, ovinos y caprinos",https://bibliotecadigital.odepa.gob.cl/bitstreams/fd09efd0-c13b-4652-be10-42ddca3650a8/download,"Bovino/Ovino/Caprino sheets; region Biobío Region; cattle, sheep, and goats summed; maximum annual herd total in 2010.","Official ODEPA regional herd counts; bovine, ovine, and caprine heads summed for the ranching proxy.",state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Biobío Region
STATE_ARAUCANIA
Vanilla name: STATE_ARAUCANIA",Maize Farm,2012,250607.57612777044,t output,"Odepa cultivos anuales regionales, 2025 update",https://bibliotecadigital.odepa.gob.cl/bitstream/handle/20.500.12650/74178/CultivosRegional072025.xls,"Sheet 'Serie producción regional'; region Biobío Region; column Maíz
Total; maximum annual production in metric tons for season ending 2012.",Official ODEPA regional crop-production series; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Biobío Region
STATE_ARAUCANIA
Vanilla name: STATE_ARAUCANIA",Tobacco Plantation,2007,6270.0,t output,"Odepa cultivos anuales regionales, 2025 update",https://bibliotecadigital.odepa.gob.cl/bitstream/handle/20.500.12650/74178/CultivosRegional072025.xls,Sheet 'Serie producción regional'; region Biobío Region; column Tabaco; maximum annual production in metric tons for season ending 2007.,Official ODEPA regional crop-production series; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Maule Region
STATE_SANTIAGO
Vanilla name: STATE_SANTIAGO",Livestock Ranch,2007,131788.0,head livestock,"Odepa existencias bovinos, ovinos y caprinos",https://bibliotecadigital.odepa.gob.cl/bitstreams/fd09efd0-c13b-4652-be10-42ddca3650a8/download,"Bovino/Ovino/Caprino sheets; region Maule Region; cattle, sheep, and goats summed; maximum annual herd total in 2007.","Official ODEPA regional herd counts; bovine, ovine, and caprine heads summed for the ranching proxy.",state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Maule Region
STATE_SANTIAGO
Vanilla name: STATE_SANTIAGO",Maize Farm,2011,520967.04000000004,t output,"Odepa cultivos anuales regionales, 2025 update",https://bibliotecadigital.odepa.gob.cl/bitstream/handle/20.500.12650/74178/CultivosRegional072025.xls,"Sheet 'Serie producción regional'; region Maule Region; column Maíz
Total; maximum annual production in metric tons for season ending 2011.",Official ODEPA regional crop-production series; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Maule Region
STATE_SANTIAGO
Vanilla name: STATE_SANTIAGO",Tobacco Plantation,2007,32032.0,t output,"Odepa cultivos anuales regionales, 2025 update",https://bibliotecadigital.odepa.gob.cl/bitstream/handle/20.500.12650/74178/CultivosRegional072025.xls,Sheet 'Serie producción regional'; region Maule Region; column Tabaco; maximum annual production in metric tons for season ending 2007.,Official ODEPA regional crop-production series; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Tasmania
STATE_TASMANIA
Vanilla name: STATE_TASMANIA",Livestock Ranch,2014,3681176.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Tasmania; cattle max year 2014, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Corrientes
STATE_CORRIENTES
Vanilla name: STATE_CORRIENTES",Livestock Ranch,2002,4502306.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Corrientes; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Corrientes
STATE_CORRIENTES
Vanilla name: STATE_CORRIENTES",Maize Farm,2015,50000.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Corrientes; crop Maíz; maximum reported production campaign ending 2015.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Paraná
STATE_PARANA
Vanilla name: STATE_PARANA",Livestock Ranch,2004,10863021.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Paraná, maximum available annual herd total in 2004.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Paraná
STATE_PARANA
Vanilla name: STATE_PARANA",Maize Farm,2023,17884646.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Paraná, maximum available annual quantity 2023.",Official IBGE state series; maximum annual production in tons used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,"Paraná
STATE_PARANA
Vanilla name: STATE_PARANA",Tobacco Plantation,2017,192737.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Tobacco Plantation, state Paraná, maximum available annual quantity 2017.",Official IBGE state series; maximum annual production in tons used.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
E_Cape,Eastern Cape target,Wood,2017,141812.0,ha managed forestry,Trade & Industrial Policy Strategies: South Africa’s Forestry Value Chain,https://www.tips.org.za/policy-briefs/item/download/1951_b81dc50ab22218561eec628aa634d782,"Eastern Cape afforested area = 141,812 ha in 2017.",Managed-forestry benchmark for the Eastern Cape wood row using afforested plantation area rather than roundwood throughput.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.
Limpopo,"Texas
STATE_TEXAS
Vanilla name: STATE_TEXAS",Livestock Ranch,2024,12770000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Texas,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=TEXAS&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 12,100,000; Sheep, Incl Lambs - Inventory = 670,000",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
